Wavelength,RadianceData
380,0.00044321653056635297
381,0.00038633004991411364
382,0.0003253418072344244
383,0.0002851687877940611
384,0.00033839313882384655
385,0.00033038964410367827
386,0.00029342818524666353
387,0.0003223159865807748
388,0.00029566650025336584
389,0.0003152370353662642
390,0.0002733189319741314
391,0.0002795996500258422
392,0.0002730737681070646
393,0.0002726515262374869
394,0.0002593923732703259
395,0.0002679956869085988
396,0.00023529368178262482
397,0.0002454093588397408
398,0.00024295570961287738
399,0.00022984044105704563
400,0.00024898778394989593
401,0.00024576071010234767
402,0.00024044739094670242
403,0.00025875992919911127
404,0.00026101462452434555
405,0.0002461827277943653
406,0.00026149195652475223
407,0.0002985302009361166
408,0.00028673144232332004
409,0.00029931819956631976
410,0.00033308530828778864
411,0.0003374941665471315
412,0.0003987766784777626
413,0.0004484786015139203
414,0.0004853697748589186
415,0.0005403902725827157
416,0.0006453543136414739
417,0.0007671418982395884
418,0.000905843310844731
419,0.0010416010760340337
420,0.001217717270326407
421,0.0014038200737249908
422,0.0016972231916225662
423,0.0019628739050952114
424,0.00221748179522289
425,0.0025487385533856746
426,0.0029464870512083564
427,0.003298053954200485
428,0.0037794780622572646
429,0.0041771338350124485
430,0.004720337881395333
431,0.0052111270482413695
432,0.005836718273296947
433,0.006601040091523962
434,0.007401920441289653
435,0.008370272604845441
436,0.009464159038572064
437,0.010899223611577503
438,0.012617230070830755
439,0.014484916914521705
440,0.016991316837745876
441,0.02031757028947691
442,0.024559188134938043
443,0.03010823363238527
444,0.03782359771389704
445,0.04823354343335203
446,0.061714187728369
447,0.07876861268919634
448,0.09959167383354836
449,0.12296585363346078
450,0.14882240018373338
451,0.1756550921566478
452,0.2012907176962773
453,0.22426465027678652
454,0.2437288138052014
455,0.25662077783827625
456,0.26589798874350196
457,0.269364703063705
458,0.26842489973632266
459,0.2635910906907026
460,0.25580526491895034
461,0.24566947112669588
462,0.23348154617389622
463,0.2227594687239532
464,0.21036471741637727
465,0.1989287409452973
466,0.18782110350215575
467,0.17752757784745454
468,0.16745363433020707
469,0.15840836341237954
470,0.15098108938746946
471,0.14445040476968585
472,0.1385945293683354
473,0.13329681211832314
474,0.12984890035059166
475,0.12753488932892879
476,0.12594608491806608
477,0.12539570117382665
478,0.125488422881809
479,0.12635733835755042
480,0.12715451276948855
481,0.1283894158017634
482,0.12886337241546522
483,0.12910880778184186
484,0.128710768168941
485,0.12805541624834585
486,0.12672284013974927
487,0.12481093979494141
488,0.12210689002187729
489,0.1189621540117752
490,0.11542415609529562
491,0.11161491075731562
492,0.10739614252799809
493,0.10280673175712256
494,0.09810464055262215
495,0.09388640620884856
496,0.0893363571648056
497,0.08545596254434684
498,0.08116833930331703
499,0.07748630735684847
500,0.07394677991363502
501,0.07066571472483994
502,0.06775642171171216
503,0.06476024518382055
504,0.062280286306853894
505,0.05996535025164227
506,0.057797384765950546
507,0.055951914742669556
508,0.0541758650764281
509,0.052611859280559115
510,0.051270779828821056
511,0.05004393312032835
512,0.04879132651321607
513,0.047800652358230195
514,0.046801043199223166
515,0.04586430187833825
516,0.04492077856058566
517,0.04402426542514925
518,0.043108420917108266
519,0.04228732734429533
520,0.04123380204361233
521,0.04028091008450188
522,0.03920793105774513
523,0.038281660741946784
524,0.037058956531995146
525,0.036094516130924466
526,0.035030386356096774
527,0.03403022133109017
528,0.03295914943673143
529,0.03201814335139376
530,0.030928412379418846
531,0.02981117912582173
532,0.02899190915239209
533,0.028021090218619038
534,0.027106598556438388
535,0.026172411374473025
536,0.025331983916807053
537,0.02443464925382715
538,0.02373568994054684
539,0.023035996617327043
540,0.022327084998985555
541,0.021598309548902767
542,0.021055485863049762
543,0.020439042975106823
544,0.01990616568284829
545,0.019287587219582306
546,0.018847843237724038
547,0.018313813481570802
548,0.01785956678391943
549,0.01742157987096428
550,0.01706965560677964
551,0.016571099093572354
552,0.01630104877354154
553,0.015831164766630886
554,0.015470116835227449
555,0.015118389176282205
556,0.014702481159917024
557,0.014423861933037935
558,0.014064319799245634
559,0.013779994130647866
560,0.013451765180244643
561,0.013130566034672142
562,0.012839771998772141
563,0.012514965845827888
564,0.01216955393487014
565,0.011889534306642486
566,0.011639753950690127
567,0.011355873652227257
568,0.011006823611406105
569,0.010773642192915756
570,0.010576369868717727
571,0.010243929010813734
572,0.009999336381546318
573,0.00971194283317554
574,0.00945453512601798
575,0.009232044359137596
576,0.009054464615902608
577,0.008760861614359662
578,0.008539407349816062
579,0.008358108539781561
580,0.008132181040874261
581,0.0079456002290047
582,0.007744176197979052
583,0.007563925801799365
584,0.007347858954568952
585,0.007217371805377102
586,0.00706071870326002
587,0.006837267036829346
588,0.006688971202079488
589,0.00652788871702713
590,0.006407295304697013
591,0.006215465029141086
592,0.006096474933405587
593,0.005928436761043382
594,0.00581206923367774
595,0.005695555907785191
596,0.0055431620310187205
597,0.005417061337397848
598,0.0052712824562317325
599,0.0051920680718494355
600,0.005034482201254776
601,0.004928723662451475
602,0.0048625273439600524
603,0.004739498557938559
604,0.0046198037940681025
605,0.00455485091881001
606,0.004428606433191262
607,0.004331151351474715
608,0.0042443452962049365
609,0.004148168381239889
610,0.0040838698708319686
611,0.003953237029127492
612,0.003901174847146764
613,0.003790839411116082
614,0.003736755561402066
615,0.003631703318098262
616,0.0035688009987851575
617,0.003490483458415405
618,0.003369568897706531
619,0.003320109030475033
620,0.0032555240336733754
621,0.0031637383928536955
622,0.0030868823300845474
623,0.003037215811259765
624,0.0029589260039175154
625,0.002893475640316568
626,0.0028586436144539974
627,0.002761878649759753
628,0.0027247117198865704
629,0.002655095282845336
630,0.0025839754183341677
631,0.002544046853363302
632,0.0024824664577391365
633,0.0024086813418263795
634,0.002410903439820081
635,0.0023302205284122025
636,0.002263964109733021
637,0.002239611351307824
638,0.0021579153049842235
639,0.0021163700281876152
640,0.002075306730256746
641,0.0020367004014797264
642,0.0019974721514747274
643,0.001950287145084699
644,0.0018968960573794193
645,0.0018574386449003656
646,0.0018339458840082987
647,0.0017963313364825703
648,0.0017521075439650461
649,0.0017173918126786934
650,0.0016671901380736162
651,0.0016384939166948715
652,0.0016115826504193465
653,0.0015717695333272088
654,0.0015541236548823477
655,0.001493932027004249
656,0.0014856668093170722
657,0.0014553954619343859
658,0.0014029138753870595
659,0.0013809128192160565
660,0.0013489690506936249
661,0.001337573834408406
662,0.001297015158622609
663,0.0012744842212070616
664,0.0012405666625360473
665,0.001229819856186815
666,0.001189537411334969
667,0.0011717313192532723
668,0.0011572194775372818
669,0.0011145718051939714
670,0.0010939428616563507
671,0.0010707859751121485
672,0.0010424817927716411
673,0.001035520493617457
674,0.0010056059339739883
675,0.00099358146406578
676,0.0009558771873738165
677,0.0009462629972109817
678,0.0009224233288917665
679,0.000907500259494632
680,0.0009032452348293165
681,0.0008560228793201809
682,0.0008520187728970694
683,0.0008397510430302468
684,0.0008093621500034465
685,0.0008130642209672629
686,0.0008041442036976662
687,0.0007608519444869399
688,0.0007471199250984668
689,0.0007387495172142941
690,0.0007287794836935026
691,0.0007084992550993948
692,0.0007171922030701842
693,0.0006915116590643789
694,0.0006581911008506381
695,0.000664740434212253
696,0.0006364299334658037
697,0.0006271152677029249
698,0.0006079428400824216
699,0.0006047241050925527
700,0.0005874855673987736
701,0.0005882323866904327
702,0.0005580068823333049
703,0.0005482904906540971
704,0.000548142018325934
705,0.0005418253664716162
706,0.0005155002055212709
707,0.0005032377069989359
708,0.0004960165660768704
709,0.0004928917349650371
710,0.000477234838814898
711,0.000472446055614622
712,0.0004645207896101081
713,0.00045427481514994576
714,0.0004487246603742983
715,0.00043725693879599566
716,0.00040623287351830643
717,0.00040654240862968437
718,0.00041060301696109247
719,0.00040837591012140374
720,0.0004054539507489428
721,0.0003880698761021027
722,0.0003782386710011249
723,0.0003811901606591448
724,0.00036403436570422797
725,0.0003701014487880882
726,0.00034878801701353256
727,0.0003373917699455647
728,0.00033957330952328637
729,0.00031856499406608137
730,0.00032419214036900126
731,0.00031025298659310177
732,0.00031711358431799264
733,0.0002934708637924857
734,0.0003012401854080874
735,0.0002868026687435852
736,0.00027937553744066494
737,0.0002907991220164036
738,0.0002788446571518912
739,0.0002624814634436908
740,0.0002690931197193569
741,0.00026030035520459424
742,0.0002591164368422679
743,0.00025600731115494636
744,0.0002512494167442361
745,0.00023787656629248175
746,0.00024134065803760579
747,0.00023371002133408943
748,0.00024193201553088684
749,0.00023158528052770504
750,0.0002317507052647399
751,0.00021843734044115021
752,0.0002078593517816204
753,0.00021212421940083211
754,0.00019915924155868687
755,0.00020104120355052849
756,0.00019797611099066625
757,0.00020175663967892199
758,0.0001979247194458402
759,0.00019509848378160865
760,0.0001893390328123705
761,0.00017399991904956246
762,0.00017288277897402595
763,0.00016024292778443316
764,0.00015110714641187152
765,0.00015954229861023578
766,0.00016742763262110125
767,0.0001596888355489104
768,0.0001648044001152731
769,0.00015919310248104217
770,0.00016091218520107998
771,0.0001523114413267959
772,0.00016253103460215398
773,0.0001293862431869849
774,0.00014262408024557843
775,0.0001516074267906942
776,0.00014221939659168868
777,0.00013772780483517814
778,0.0001393643301410085
779,0.00013112400761658088
780,0.00013144997136117393
781,0.0001383411203431847
782,0.0001287608541029213
783,0.00013917459018905845
784,0.00011712930452472574
785,9.41890626131196e-05
786,0.00010399964474745808
787,0.00011100602460034741
788,0.00010413945220695008
789,0.00010997549783212977
790,0.00010995163721053449
791,9.861115495454523e-05
792,0.00011269101098456425
793,9.558479221713586e-05
794,8.8538553110406e-05
795,9.542570413149805e-05
796,8.290481478734781e-05
797,8.917721164099656e-05
798,8.926926782142154e-05
799,8.3495751381991e-05
800,0.00010110227616967313
801,8.529016297698882e-05
802,8.720827130546684e-05
803,8.588440440003088e-05
804,7.76430900232483e-05
805,8.753182611412635e-05
806,8.516668941136665e-05
807,8.323069028072891e-05
808,8.827166708371098e-05
809,8.477768127438149e-05
810,6.253722648836996e-05
811,7.361248648943757e-05
812,6.484026857986738e-05
813,7.63681844799835e-05
814,8.847041501013921e-05
815,8.489614731252573e-05
816,7.488088249716515e-05
817,7.002476670504436e-05
818,5.821060122234088e-05
819,7.843085595153021e-05
820,6.741583347584538e-05
821,6.200629418093856e-05
822,5.7243919184272554e-05
823,6.0292425419315774e-05
824,7.116213345605772e-05
825,6.56698068463198e-05
826,4.7038845283273436e-05
827,5.0452151081665466e-05
828,5.196214065456354e-05
829,6.991783871719119e-05
830,4.965743503410311e-05
831,5.1693156714932475e-05
832,5.0831713105334915e-05
833,5.1941969004340184e-05
834,6.31428511198111e-05
835,4.756148839212534e-05
836,4.7588623796625695e-05
837,4.367901770283477e-05
838,3.243157899841082e-05
839,4.797605940192268e-05
840,4.379697669569573e-05
841,5.786960490505864e-05
842,5.300604527283289e-05
843,5.699466523864106e-05
844,4.9824897001341134e-05
845,4.537191353458538e-05
846,4.189841195914496e-05
847,3.7940114569226006e-05
848,4.249574949888992e-05
849,3.936935225836976e-05
850,4.406953007058614e-05
851,1.880453813108882e-05
852,4.8536126135771564e-05
853,2.9543313636060636e-05
854,3.613708771859782e-05
855,2.7834199426131823e-05
856,6.962429190078505e-05
857,3.911706784420806e-05
858,3.661536285699905e-05
859,4.038075632493832e-05
860,2.2174429950995564e-05
861,4.433658184934512e-05
862,3.190436334434429e-05
863,3.308968151459914e-05
864,3.080632442803768e-05
865,4.3635030089786055e-05
866,4.9042051424190836e-05
867,1.392283560889692e-05
868,2.1931088985741834e-05
869,6.123896071197216e-05
870,3.5549386256484996e-05
871,3.81583105452197e-05
872,2.939655067307935e-05
873,2.1158532609864408e-05
874,3.420243709122393e-05
875,2.9043097380412226e-05
876,2.704743830029567e-05
877,3.30412209878042e-05
878,3.0777122648241756e-05
879,3.288462224673944e-05
880,3.6448708807556276e-05
881,2.028647563806865e-05
882,3.2839675419174395e-05
883,2.449296163359994e-05
884,8.496431465080469e-06
885,3.2246338560967865e-05
886,5.481829036071028e-05
887,3.1339721357077234e-05
888,5.263196018372139e-05
889,4.0295785578881886e-05
890,4.821065486951927e-05
891,4.135201403253773e-05
892,3.899294817456262e-05
893,1.1124947018864509e-05
894,1.3439278560905108e-05
895,3.2191614765485504e-05
896,3.985890694155296e-05
897,4.75627260111076e-05
898,1.8136140994895095e-05
899,7.320834493444876e-05
900,5.120871173531263e-05
901,3.519887596889251e-05
902,5.0981850260216276e-06
903,4.2376629042445224e-05
904,4.3174055576327486e-05
905,6.595447529419434e-05
906,2.0455522689333852e-05
907,2.840914907005868e-05
908,3.44923982388922e-05
909,2.0947939332717994e-05
910,3.4142806664385204e-05
911,2.7824856748361657e-05
912,1.4464470455527988e-05
913,3.3087962859808496e-05
914,4.5657512030412116e-05
915,2.9947917399510118e-05
916,4.602212000150861e-05
917,2.0619124617276642e-05
918,2.325740392103632e-05
919,3.522064356295683e-05
920,2.5987124957992376e-05
921,-4.653107887175475e-06
922,3.1739630187388495e-05
923,4.230906018233907e-05
924,2.0207778064807493e-05
925,3.17373097039181e-05
926,2.3729524090577207e-05
927,1.0468410962579172e-05
928,5.812983511574385e-05
929,3.007875615160094e-05
930,1.413188871415549e-05
931,4.416141070261804e-05
932,2.609861466444261e-05
933,1.0647021493662124e-05
934,3.166543655509146e-05
935,-6.636632907430475e-06
936,-1.1906672305811107e-05
937,5.139414397002053e-05
938,1.574903559224405e-05
939,2.3275673182629927e-05
940,3.0514586233593434e-06
941,-8.383111621670209e-06
942,3.503639778247705e-05
943,3.452576134244561e-05
944,2.6790901807037885e-05
945,2.6210212750852703e-05
946,7.466415228747865e-05
947,3.5813169027768064e-05
948,-2.460776220112144e-05
949,-3.318303303087457e-06
950,-1.8751428537347044e-05
951,2.7190130717608303e-05
952,2.5139339591835044e-05
953,-1.5083659953523424e-05
954,-5.993796567366093e-06
955,3.70901433606668e-05
956,3.418063996652687e-06
957,4.73477465763425e-05
958,3.870713983070703e-05
959,4.829941431462359e-07
960,2.6947499357112055e-05
961,3.482001608158341e-05
962,-1.6634759246382016e-05
963,-8.152001793559319e-06
964,3.152256630752491e-05
965,3.601041705830128e-05
966,1.4163232366083385e-05
967,6.39876846684061e-05
968,-1.8594912562431378e-05
969,8.121279260377242e-06
970,5.26114312579049e-05
971,5.411705639147207e-05
972,4.433514425468445e-05
973,-1.5735448765303578e-06
974,1.2577494460979214e-05
975,1.6536929227807126e-05
976,4.7139225300321616e-05
977,3.360083797701381e-05
978,6.695974759337472e-05
979,1.612237285382184e-05
980,3.0512694249415906e-05
981,7.367495061086338e-05
982,8.375095412476947e-05
983,1.6887275389705983e-05
984,2.5706404160811617e-05
985,5.498342361489391e-05
986,1.4083689192192313e-05
987,3.912504739622616e-05
988,5.516641533065453e-05
989,2.863128841807732e-05
990,-3.371434658139397e-05
991,2.8348336401353233e-06
992,-9.780084024391345e-06
993,5.291787895480562e-05
994,0.00010464655710360384
995,-4.137924471254821e-05
996,0.00011581023970279938
997,5.344007844617766e-05
998,1.8531004101388482e-05
999,-1.370296988634714e-06
1000,6.755261209897163e-06
1001,4.991654048684816e-05
1002,9.244272242005957e-05
1003,-9.67618609768962e-06
1004,9.83703847869883e-05
1005,7.560189941875736e-05
1006,6.336137590960305e-05
1007,2.0219846884187202e-05
1008,3.634383973949475e-05
1009,0.00011875632568842606
1010,6.107577988617025e-07
1011,9.51460949029712e-05
1012,-8.142322387663752e-05
1013,8.310943951605377e-05
1014,3.2393472472105215e-05
1015,-6.340894476420784e-05
1016,0.00012134095056587513
1017,6.944995039892242e-05
1018,0.00010698818252341484
1019,5.4003655809284974e-05
1020,-2.6316968882876798e-05
1021,7.216192439022985e-05
1022,-5.4692589762472166e-05
1023,6.354301425289285e-05
1024,3.679794764931875e-05
1025,5.970903205058573e-05
1026,-4.359326563583673e-06
1027,-2.1052657301824007e-05
1028,5.8648635785615356e-05
1029,1.7667311400248244e-05
1030,0.00015276188520579873
1031,9.47649512833036e-06
1032,7.490649396950941e-05
1033,7.102253097690506e-06
1034,9.700168027505421e-06
1035,-9.837433236095422e-05
1036,7.762042207643078e-05
1037,0.00010915301399045859
1038,8.861249005237545e-05
1039,0.00012782981486730014
1040,0.00012293155914545203
